Year,Age,Female,Male,Total
2005,95-99,5028,1194,6222
2005,100-104,516,89,605
2005,105-109,19,4,23
2005,110+,0,0,0
2006,0,31603,32908,64511
2006,1-4,127260,133381,260641
2006,5-9,165765,174050,339815
2006,10-14,170866,180046,350912
2006,15-19,152709,161504,314213
2006,20-24,143727,147640,291367
2006,25-29,165979,167443,333422
2006,30-34,191666,193471,385137
2006,35-39,197656,203986,401642
2006,40-44,202298,208997,411295
2006,45-49,184057,188383,372440
2006,50-54,178458,180658,359116
2006,55-59,189494,190175,379669
2006,60-64,170938,169314,340252
2006,65-69,128175,120092,248267
2006,70-74,104337,89790,194127
2006,75-79,89469,68335,157804
2006,80-84,74182,45341,119523
2006,85-89,46498,21845,68343
2006,90-94,20594,7170,27764
2006,95-99,5256,1252,6508
2006,100-104,568,95,663
2006,105-109,13,4,17
2006,110+,0,0,0
2007,0,31669,33537,65206
2007,1-4,126833,132844,259677
2007,5-9,164148,172068,336216
2007,10-14,171864,181190,353054
2007,15-19,157037,165784,322821
2007,20-24,145720,150535,296255
2007,25-29,161568,162254,323822
2007,30-34,188119,189259,377378
2007,35-39,192267,197949,390216
2007,40-44,208447,215543,423990
2007,45-49,185052,189246,374298
2007,50-54,179903,181838,361741
2007,55-59,182755,182743,365498
2007,60-64,181558,180609,362167
2007,65-69,131233,123532,254765
2007,70-74,106216,92336,198552
2007,75-79,88586,68331,156917
2007,80-84,72920,45742,118662
2007,85-89,47702,22659,70361
2007,90-94,20771,7295,28066
2007,95-99,5389,1293,6682
2007,100-104,601,91,692
2007,105-109,19,3,22
2007,110+,0,1,1
2008,0,31436,32976,64412
2008,1-4,127590,133604,261194
2008,5-9,162254,170185,332439
2008,10-14,171364,180508,351872
2008,15-19,162666,171597,334263
2008,20-24,149249,154548,303797
2008,25-29,159345,160378,319723
2008,30-34,183159,184520,367679
2008,35-39,191088,195795,386883
2008,40-44,210969,217953,428922
2008,45-49,187337,191945,379282
2008,50-54,180281,182476,362757
2008,55-59,177828,177408,355236
2008,60-64,187719,186572,374291
2008,65-69,136618,129860,266478
2008,70-74,108697,95330,204027
2008,75-79,88594,68902,157496
2008,80-84,72125,46058,118183
2008,85-89,47722,23223,70945
2008,90-94,20790,7325,28115
2008,95-99,5628,1400,7028
2008,100-104,602,99,701
2008,105-109,26,4,30
2008,110+,0,0,0
2009,0,31648,33656,65304
2009,1-4,127799,133829,261628
2009,5-9,161707,169368,331075
2009,10-14,170518,179561,350079
2009,15-19,167058,175869,342927
2009,20-24,154707,160988,315695
2009,25-29,156909,158214,315123
2009,30-34,180392,181687,362079
2009,35-39,191245,194982,386227
2009,40-44,208574,215818,424392
2009,45-49,192025,196710,388735
2009,50-54,180388,182722,363110
2009,55-59,176036,175483,351519
2009,60-64,189516,188546,378062
2009,65-69,143487,136581,280068
2009,70-74,112065,99024,211089
2009,75-79,88126,69357,157483
2009,80-84,71437,46950,118387
2009,85-89,48415,23670,72085
2009,90-94,20937,7468,28405
2009,95-99,5709,1419,7128
2009,100-104,667,111,778
2009,105-109,29,3,32
2009,110+,0,0,0
2010,0,30743,32435,63178
2010,1-4,128152,134737,262889
2010,5-9,161123,168751,329874
2010,10-14,168257,177120,345377
2010,15-19,170971,179957,350928
2010,20-24,160117,166418,326535
2010,25-29,155013,155957,310970
2010,30-34,176291,177078,353369
2010,35-39,192614,194779,387393
2010,40-44,204237,210336,414573
2010,45-49,197288,202547,399835
2010,50-54,180950,183347,364297
2010,55-59,175385,174619,350004
2010,60-64,187199,185458,372657
2010,65-69,152812,146029,298841
2010,70-74,114588,102280,216868
2010,75-79,88962,70678,159640
2010,80-84,70313,47215,117528
2010,85-89,48941,24392,73333
2010,90-94,20908,7493,28401
2010,95-99,5803,1513,7316
2010,100-104,712,132,844
2010,105-109,41,4,45
2010,110+,0,0,0
2011,0,31111,32628,63739
2011,1-4,127300,134456,261756
2011,5-9,160251,167616,327867
2011,10-14,166718,175007,341725
2011,15-19,173639,182827,356466
2011,20-24,165462,171997,337459
2011,25-29,155000,156548,311548
2011,30-34,170851,171742,342593
2011,35-39,194329,195459,389788
2011,40-44,199063,204243,403306
2011,45-49,202458,207446,409904
2011,50-54,182521,184704,367225
2011,55-59,174884,174659,349543
2011,60-64,183462,180466,363928
2011,65-69,162422,156375,318797
2011,70-74,117971,105875,223846
2011,75-79,90086,72547,162633
2011,80-84,69577,47611,117188
2011,85-89,48243,24693,72936
2011,90-94,22090,8064,30154
2011,95-99,5824,1473,7297
2011,100-104,723,136,859
2011,105-109,36,3,39
2011,110+,0,0,0
2012,0,29122,30184,59306
2012,1-4,126441,133456,259897
2012,5-9,160319,168229,328548
2012,10-14,165439,173268,338707
2012,15-19,174860,184265,359125
2012,20-24,170654,176821,347475
2012,25-29,156763,159427,316190
2012,30-34,166583,167038,333621
2012,35-39,191027,191388,382415
2012,40-44,193901,198283,392184
2012,45-49,208699,213892,422591
2012,50-54,183556,185721,369277
2012,55-59,176387,175856,352243
2012,60-64,177108,173745,350853
2012,65-69,172775,167090,339865
2012,70-74,121252,109338,230590
2012,75-79,92128,75138,167266
2012,80-84,69169,48153,117322
2012,85-89,47921,25289,73210
2012,90-94,22883,8469,31352
2012,95-99,5971,1567,7538
2012,100-104,735,148,883
2012,105-109,37,5,42
2012,110+,0,0,0
2013,0,28255,29991,58246
2013,1-4,124030,130680,254710
2013,5-9,160925,168595,329520
2013,10-14,163666,171454,335120
2013,15-19,174407,183817,358224
2013,20-24,176575,183050,359625
2013,25-29,159475,162747,322222
2013,30-34,163374,164689,328063
2013,35-39,185843,186128,371971
2013,40-44,192693,195850,388543
2013,45-49,211165,216186,427351
2013,50-54,186036,188334,374370
2013,55-59,176918,176463,353381
2013,60-64,172565,168916,341481
2013,65-69,178973,173062,352035
2013,70-74,126560,115434,241994
2013,75-79,94919,78170,173089
2013,80-84,69254,48916,118170
2013,85-89,48006,25867,73873
2013,90-94,23229,8835,32064
2013,95-99,6060,1492,7552
2013,100-104,815,159,974
2013,105-109,29,6,35
2013,110+,0,0,0
2014,0,27410,28751,56161
2014,1-4,120580,127041,247621
2014,5-9,161411,169735,331146
2014,10-14,163114,170628,333742
2014,15-19,173716,183030,356746
2014,20-24,180679,187595,368274
2014,25-29,164508,169199,333707
2014,30-34,160128,161762,321890
2014,35-39,182734,183201,365935
2014,40-44,192679,194651,387330
2014,45-49,208710,213715,422425
2014,50-54,190574,192922,383496
2014,55-59,177238,176808,354046
2014,60-64,170925,167057,337982
2014,65-69,181063,175249,356312
2014,70-74,133382,121985,255367
2014,75-79,98294,81870,180164
2014,80-84,69385,49641,119026
2014,85-89,47722,26611,74333
2014,90-94,23682,9100,32782
2014,95-99,6173,1557,7730
2014,100-104,801,148,949
2014,105-109,38,8,46
2014,110+,1,0,1
2015,0,27755,29375,57130
2015,1-4,117612,123626,241238
2015,5-9,161156,169791,330947
2015,10-14,162822,170510,333332
2015,15-19,171815,181089,352904
2015,20-24,184806,192234,377040
2015,25-29,170197,176161,346358
2015,30-34,158343,161526,319869
2015,35-39,178824,180041,358865
2015,40-44,194114,195490,389604
2015,45-49,204582,209022,413604
2015,50-54,195997,199100,395097
2015,55-59,177966,177815,355781
2015,60-64,170401,166416,336817
2015,65-69,179072,172808,351880
2015,70-74,142515,130931,273446
2015,75-79,101122,85272,186394
2015,80-84,70698,51232,121930
2015,85-89,47429,27275,74704
2015,90-94,24254,9459,33713
2015,95-99,6356,1680,8036
2015,100-104,829,152,981
2015,105-109,36,5,41
2015,110+,1,0,1
2016,0,28556,30049,58605
2016,1-4,115062,121081,236143
2016,5-9,161701,170924,332625
2016,10-14,162606,170295,332901
2016,15-19,170996,179968,350964
2016,20-24,189151,197598,386749
2016,25-29,177111,184872,361983
2016,30-34,159231,163937,323168
2016,35-39,174101,176324,350425
2016,40-44,196251,197269,393520
2016,45-49,199814,203825,403639
2016,50-54,201332,204442,405774
2016,55-59,179683,179791,359474
2016,60-64,170093,166766,336859
2016,65-69,175775,168573,344348
2016,70-74,151845,140598,292443
2016,75-79,104872,89001,193873
2016,80-84,72159,53210,125369
2016,85-89,47224,27705,74929
2016,90-94,24092,9703,33795
2016,95-99,6803,1812,8615
2016,100-104,862,146,1008
2016,105-109,43,6,49
2016,110+,1,0,1
2017,0,30054,31971,62025
2017,1-4,114829,121209,236038
2017,5-9,159967,168476,328443
2017,10-14,163401,171661,335062
2017,15-19,170361,178989,349350
2017,20-24,191188,200134,391322
2017,25-29,183135,190982,374117
2017,30-34,162239,168307,330546
2017,35-39,170741,172682,343423
2017,40-44,193540,194331,387871
2017,45-49,195034,198807,393841
2017,50-54,207912,211581,419493
2017,55-59,181030,181180,362210
2017,60-64,171723,168133,339856
2017,65-69,169882,162414,332296
2017,70-74,161669,150619,312288
2017,75-79,108267,92600,200867
2017,80-84,74391,55736,130127
2017,85-89,46993,28225,75218
2017,90-94,24225,10025,34250
2017,95-99,7034,1949,8983
2017,100-104,927,164,1091
2017,105-109,48,3,51
2017,110+,1,0,1
